seq,date,state,defCnt
482,2020년 03월 28일 00시,검역,168
481,2020년 03월 28일 00시,제주,8
480,2020년 03월 28일 00시,경남,91
478,2020년 03월 28일 00시,전남,8
477,2020년 03월 28일 00시,전북,10
476,2020년 03월 28일 00시,충남,126
475,2020년 03월 28일 00시,충북,41
474,2020년 03월 28일 00시,강원,32
473,2020년 03월 28일 00시,경기,433
472,2020년 03월 28일 00시,세종,44
471,2020년 03월 28일 00시,울산,39
470,2020년 03월 28일 00시,대전,31
469,2020년 03월 28일 00시,광주,20
468,2020년 03월 28일 00시,인천,51
467,2020년 03월 28일 00시,대구,6587
466,2020년 03월 28일 00시,부산,114
465,2020년 03월 28일 00시,서울,390
464,2020년 03월 28일 00시,합계,9478
501,2020년 03월 29일 00시,검역,189
500,2020년 03월 29일 00시,제주,8
499,2020년 03월 29일 00시,경남,94
497,2020년 03월 29일 00시,전남,9
496,2020년 03월 29일 00시,전북,12
495,2020년 03월 29일 00시,충남,127
494,2020년 03월 29일 00시,충북,41
493,2020년 03월 29일 00시,강원,34
492,2020년 03월 29일 00시,경기,448
491,2020년 03월 29일 00시,세종,46
490,2020년 03월 29일 00시,울산,39
489,2020년 03월 29일 00시,대전,34
488,2020년 03월 29일 00시,광주,20
487,2020년 03월 29일 00시,인천,58
486,2020년 03월 29일 00시,대구,6610
485,2020년 03월 29일 00시,부산,117
484,2020년 03월 29일 00시,서울,410
483,2020년 03월 29일 00시,합계,9583
725,2020년 03월 30일 00시,검역,202
724,2020년 03월 30일 00시,제주,9
723,2020년 03월 30일 00시,경남,95
721,2020년 03월 30일 00시,전남,9
720,2020년 03월 30일 00시,전북,13
719,2020년 03월 30일 00시,충남,127
718,2020년 03월 30일 00시,충북,44
717,2020년 03월 30일 00시,강원,36
716,2020년 03월 30일 00시,경기,463
715,2020년 03월 30일 00시,세종,46
714,2020년 03월 30일 00시,울산,39
713,2020년 03월 30일 00시,대전,34
712,2020년 03월 30일 00시,광주,20
711,2020년 03월 30일 00시,인천,58
710,2020년 03월 30일 00시,대구,6624
709,2020년 03월 30일 00시,부산,118
708,2020년 03월 30일 00시,서울,426
707,2020년 03월 30일 00시,합계,9661
744,2020년 03월 31일 00시,검역,217
743,2020년 03월 31일 00시,제주,9
742,2020년 03월 31일 00시,경남,96
740,2020년 03월 31일 00시,전남,9
739,2020년 03월 31일 00시,전북,13
738,2020년 03월 31일 00시,충남,128
737,2020년 03월 31일 00시,충북,44
736,2020년 03월 31일 00시,강원,36
735,2020년 03월 31일 00시,경기,476
734,2020년 03월 31일 00시,세종,46
733,2020년 03월 31일 00시,울산,39
732,2020년 03월 31일 00시,대전,36
731,2020년 03월 31일 00시,광주,20
730,2020년 03월 31일 00시,인천,64
729,2020년 03월 31일 00시,대구,6684
728,2020년 03월 31일 00시,부산,119
727,2020년 03월 31일 00시,서울,450
726,2020년 03월 31일 00시,합계,9786
763,2020년 04월 01일 00시,검역,224
762,2020년 04월 01일 00시,제주,9
761,2020년 04월 01일 00시,경남,100
759,2020년 04월 01일 00시,전남,12
758,2020년 04월 01일 00시,전북,14
757,2020년 04월 01일 00시,충남,131
756,2020년 04월 01일 00시,충북,44
755,2020년 04월 01일 00시,강원,38
754,2020년 04월 01일 00시,경기,499
753,2020년 04월 01일 00시,세종,46
752,2020년 04월 01일 00시,울산,39
751,2020년 04월 01일 00시,대전,36
750,2020년 04월 01일 00시,광주,24
749,2020년 04월 01일 00시,인천,69
748,2020년 04월 01일 00시,대구,6704
747,2020년 04월 01일 00시,부산,122
746,2020년 04월 01일 00시,서울,474
745,2020년 04월 01일 00시,합계,9887
782,2020년 04월 02일 00시,검역,242
781,2020년 04월 02일 00시,제주,9
780,2020년 04월 02일 00시,경남,106
778,2020년 04월 02일 00시,전남,14
777,2020년 04월 02일 00시,전북,14
776,2020년 04월 02일 00시,충남,133
775,2020년 04월 02일 00시,충북,44
774,2020년 04월 02일 00시,강원,39
773,2020년 04월 02일 00시,경기,516
772,2020년 04월 02일 00시,세종,46
771,2020년 04월 02일 00시,울산,40
770,2020년 04월 02일 00시,대전,36
769,2020년 04월 02일 00시,광주,25
768,2020년 04월 02일 00시,인천,73
767,2020년 04월 02일 00시,대구,6725
766,2020년 04월 02일 00시,부산,122
765,2020년 04월 02일 00시,서울,488
764,2020년 04월 02일 00시,합계,9976
801,2020년 04월 03일 00시,검역,264
800,2020년 04월 03일 00시,제주,9
799,2020년 04월 03일 00시,경남,107
797,2020년 04월 03일 00시,전남,15
796,2020년 04월 03일 00시,전북,15
795,2020년 04월 03일 00시,충남,134
794,2020년 04월 03일 00시,충북,45
793,2020년 04월 03일 00시,강원,41
792,2020년 04월 03일 00시,경기,539
791,2020년 04월 03일 00시,세종,46
790,2020년 04월 03일 00시,울산,40
789,2020년 04월 03일 00시,대전,36
788,2020년 04월 03일 00시,광주,26
787,2020년 04월 03일 00시,인천,74
786,2020년 04월 03일 00시,대구,6734
785,2020년 04월 03일 00시,부산,122
784,2020년 04월 03일 00시,서울,506
783,2020년 04월 03일 00시,합계,10062
820,2020년 04월 04일 00시,검역,279
819,2020년 04월 04일 00시,제주,9
818,2020년 04월 04일 00시,경남,108
816,2020년 04월 04일 00시,전남,15
815,2020년 04월 04일 00시,전북,15
814,2020년 04월 04일 00시,충남,135
813,2020년 04월 04일 00시,충북,45
812,2020년 04월 04일 00시,강원,42
811,2020년 04월 04일 00시,경기,562
810,2020년 04월 04일 00시,세종,46
809,2020년 04월 04일 00시,울산,40
808,2020년 04월 04일 00시,대전,36
807,2020년 04월 04일 00시,광주,26
806,2020년 04월 04일 00시,인천,77
805,2020년 04월 04일 00시,대구,6761
804,2020년 04월 04일 00시,부산,122
803,2020년 04월 04일 00시,서울,528
802,2020년 04월 04일 00시,합계,10156
839,2020년 04월 05일 00시,검역,303
838,2020년 04월 05일 00시,제주,12
837,2020년 04월 05일 00시,경남,109
835,2020년 04월 05일 00시,전남,15
834,2020년 04월 05일 00시,전북,16
833,2020년 04월 05일 00시,충남,135
832,2020년 04월 05일 00시,충북,45
831,2020년 04월 05일 00시,강원,45
830,2020년 04월 05일 00시,경기,572
829,2020년 04월 05일 00시,세종,46
828,2020년 04월 05일 00시,울산,40
827,2020년 04월 05일 00시,대전,37
826,2020년 04월 05일 00시,광주,27
825,2020년 04월 05일 00시,인천,79
824,2020년 04월 05일 00시,대구,6768
823,2020년 04월 05일 00시,부산,122
822,2020년 04월 05일 00시,서울,552
821,2020년 04월 05일 00시,합계,10237
858,2020년 04월 06일 00시,검역,310
857,2020년 04월 06일 00시,제주,12
856,2020년 04월 06일 00시,경남,111
854,2020년 04월 06일 00시,전남,15
853,2020년 04월 06일 00시,전북,16
852,2020년 04월 06일 00시,충남,136
851,2020년 04월 06일 00시,충북,45
850,2020년 04월 06일 00시,강원,45
849,2020년 04월 06일 00시,경기,580
848,2020년 04월 06일 00시,세종,46
847,2020년 04월 06일 00시,울산,40
846,2020년 04월 06일 00시,대전,39
845,2020년 04월 06일 00시,광주,27
844,2020년 04월 06일 00시,인천,80
843,2020년 04월 06일 00시,대구,6781
842,2020년 04월 06일 00시,부산,122
841,2020년 04월 06일 00시,서울,563
840,2020년 04월 06일 00시,합계,10284
877,2020년 04월 07일 00시,검역,324
876,2020년 04월 07일 00시,제주,12
875,2020년 04월 07일 00시,경남,112
873,2020년 04월 07일 00시,전남,15
872,2020년 04월 07일 00시,전북,16
871,2020년 04월 07일 00시,충남,137
870,2020년 04월 07일 00시,충북,45
869,2020년 04월 07일 00시,강원,47
868,2020년 04월 07일 00시,경기,590
867,2020년 04월 07일 00시,세종,46
866,2020년 04월 07일 00시,울산,40
865,2020년 04월 07일 00시,대전,39
864,2020년 04월 07일 00시,광주,27
863,2020년 04월 07일 00시,인천,80
862,2020년 04월 07일 00시,대구,6794
861,2020년 04월 07일 00시,부산,123
860,2020년 04월 07일 00시,서울,567
859,2020년 04월 07일 00시,합계,10331
896,2020년 04월 08일 00시,검역,338
895,2020년 04월 08일 00시,제주,12
894,2020년 04월 08일 00시,경남,113
892,2020년 04월 08일 00시,전남,15
891,2020년 04월 08일 00시,전북,17
890,2020년 04월 08일 00시,충남,137
889,2020년 04월 08일 00시,충북,45
888,2020년 04월 08일 00시,강원,49
887,2020년 04월 08일 00시,경기,596
886,2020년 04월 08일 00시,세종,46
885,2020년 04월 08일 00시,울산,40
884,2020년 04월 08일 00시,대전,39
883,2020년 04월 08일 00시,광주,27
882,2020년 04월 08일 00시,인천,84
881,2020년 04월 08일 00시,대구,6803
880,2020년 04월 08일 00시,부산,125
879,2020년 04월 08일 00시,서울,578
878,2020년 04월 08일 00시,합계,10384
915,2020년 04월 09일 00시,검역,348
914,2020년 04월 09일 00시,제주,12
913,2020년 04월 09일 00시,경남,115
911,2020년 04월 09일 00시,전남,15
910,2020년 04월 09일 00시,전북,17
909,2020년 04월 09일 00시,충남,138
908,2020년 04월 09일 00시,충북,45
907,2020년 04월 09일 00시,강원,49
906,2020년 04월 09일 00시,경기,606
905,2020년 04월 09일 00시,세종,46
904,2020년 04월 09일 00시,울산,40
903,2020년 04월 09일 00시,대전,39
902,2020년 04월 09일 00시,광주,27
901,2020년 04월 09일 00시,인천,84
900,2020년 04월 09일 00시,대구,6807
899,2020년 04월 09일 00시,부산,125
898,2020년 04월 09일 00시,서울,590
897,2020년 04월 09일 00시,합계,10423
1014,2020년 04월 10일 00시,검역,352
1013,2020년 04월 10일 00시,제주,12
1012,2020년 04월 10일 00시,경남,115
1010,2020년 04월 10일 00시,전남,15
1009,2020년 04월 10일 00시,전북,17
1008,2020년 04월 10일 00시,충남,138
1007,2020년 04월 10일 00시,충북,45
1006,2020년 04월 10일 00시,강원,49
1005,2020년 04월 10일 00시,경기,615
1004,2020년 04월 10일 00시,세종,46
1003,2020년 04월 10일 00시,울산,40
1002,2020년 04월 10일 00시,대전,39
1001,2020년 04월 10일 00시,광주,27
1000,2020년 04월 10일 00시,인천,85
999,2020년 04월 10일 00시,대구,6807
998,2020년 04월 10일 00시,부산,126
997,2020년 04월 10일 00시,서울,595
996,2020년 04월 10일 00시,합계,10450
995,2020년 04월 10일 00시,검역,352
994,2020년 04월 10일 00시,제주,12
993,2020년 04월 10일 00시,경남,115
991,2020년 04월 10일 00시,전남,15
990,2020년 04월 10일 00시,전북,17
989,2020년 04월 10일 00시,충남,138
988,2020년 04월 10일 00시,충북,45
987,2020년 04월 10일 00시,강원,49
986,2020년 04월 10일 00시,경기,615
985,2020년 04월 10일 00시,세종,46
984,2020년 04월 10일 00시,울산,40
983,2020년 04월 10일 00시,대전,39
982,2020년 04월 10일 00시,광주,27
981,2020년 04월 10일 00시,인천,85
980,2020년 04월 10일 00시,대구,6807
979,2020년 04월 10일 00시,부산,126
978,2020년 04월 10일 00시,서울,595
977,2020년 04월 10일 00시,합계,10450
1033,2020년 04월 11일 00시,검역,358
1032,2020년 04월 11일 00시,제주,12
1031,2020년 04월 11일 00시,경남,115
1029,2020년 04월 11일 00시,전남,15
1028,2020년 04월 11일 00시,전북,17
1027,2020년 04월 11일 00시,충남,138
1026,2020년 04월 11일 00시,충북,45
1025,2020년 04월 11일 00시,강원,49
1024,2020년 04월 11일 00시,경기,624
1023,2020년 04월 11일 00시,세종,46
1022,2020년 04월 11일 00시,울산,41
1021,2020년 04월 11일 00시,대전,39
1020,2020년 04월 11일 00시,광주,27
1019,2020년 04월 11일 00시,인천,85
1018,2020년 04월 11일 00시,대구,6814
1017,2020년 04월 11일 00시,부산,126
1016,2020년 04월 11일 00시,서울,599
1015,2020년 04월 11일 00시,합계,10480
1128,2020년 04월 13일 00시,검역,382
1127,2020년 04월 13일 00시,제주,12
1126,2020년 04월 13일 00시,경남,115
1124,2020년 04월 13일 00시,전남,15
1123,2020년 04월 13일 00시,전북,17
1122,2020년 04월 13일 00시,충남,139
1121,2020년 04월 13일 00시,충북,45
1120,2020년 04월 13일 00시,강원,49
1119,2020년 04월 13일 00시,경기,631
1118,2020년 04월 13일 00시,세종,46
1117,2020년 04월 13일 00시,울산,41
1116,2020년 04월 13일 00시,대전,39
1115,2020년 04월 13일 00시,광주,27
1114,2020년 04월 13일 00시,인천,87
1113,2020년 04월 13일 00시,대구,6819
1112,2020년 04월 13일 00시,부산,126
1111,2020년 04월 13일 00시,서울,610
1110,2020년 04월 13일 00시,합계,10537
1147,2020년 04월 14일 00시,검역,389
1146,2020년 04월 14일 00시,제주,12
1145,2020년 04월 14일 00시,경남,115
1143,2020년 04월 14일 00시,전남,15
1142,2020년 04월 14일 00시,전북,17
1141,2020년 04월 14일 00시,충남,139
1140,2020년 04월 14일 00시,충북,45
1139,2020년 04월 14일 00시,강원,49
1138,2020년 04월 14일 00시,경기,639
1137,2020년 04월 14일 00시,세종,46
1136,2020년 04월 14일 00시,울산,42
1135,2020년 04월 14일 00시,대전,39
1134,2020년 04월 14일 00시,광주,27
1133,2020년 04월 14일 00시,인천,88
1132,2020년 04월 14일 00시,대구,6822
1131,2020년 04월 14일 00시,부산,126
1130,2020년 04월 14일 00시,서울,612
1129,2020년 04월 14일 00시,합계,10564
1166,2020년 04월 15일 00시,검역,393
1165,2020년 04월 15일 00시,제주,13
1164,2020년 04월 15일 00시,경남,115
1162,2020년 04월 15일 00시,전남,15
1161,2020년 04월 15일 00시,전북,17
1160,2020년 04월 15일 00시,충남,139
1159,2020년 04월 15일 00시,충북,45
1158,2020년 04월 15일 00시,강원,51
1157,2020년 04월 15일 00시,경기,645
1156,2020년 04월 15일 00시,세종,46
1155,2020년 04월 15일 00시,울산,42
1154,2020년 04월 15일 00시,대전,39
1153,2020년 04월 15일 00시,광주,28
1152,2020년 04월 15일 00시,인천,88
1151,2020년 04월 15일 00시,대구,6823
1150,2020년 04월 15일 00시,부산,127
1149,2020년 04월 15일 00시,서울,617
1148,2020년 04월 15일 00시,합계,10591
1204,2020년 04월 16일 00시,검역,397
1203,2020년 04월 16일 00시,제주,13
1202,2020년 04월 16일 00시,경남,115
1200,2020년 04월 16일 00시,전남,15
1199,2020년 04월 16일 00시,전북,17
1198,2020년 04월 16일 00시,충남,139
1197,2020년 04월 16일 00시,충북,45
1196,2020년 04월 16일 00시,강원,52
1195,2020년 04월 16일 00시,경기,649
1194,2020년 04월 16일 00시,세종,46
1193,2020년 04월 16일 00시,울산,42
1192,2020년 04월 16일 00시,대전,39
1191,2020년 04월 16일 00시,광주,28
1190,2020년 04월 16일 00시,인천,88
1189,2020년 04월 16일 00시,대구,6827
1188,2020년 04월 16일 00시,부산,130
1187,2020년 04월 16일 00시,서울,619
1186,2020년 04월 16일 00시,합계,10613
1185,2020년 04월 16일 00시,검역,397
1184,2020년 04월 16일 00시,제주,13
1183,2020년 04월 16일 00시,경남,115
1181,2020년 04월 16일 00시,전남,15
1180,2020년 04월 16일 00시,전북,17
1179,2020년 04월 16일 00시,충남,139
1178,2020년 04월 16일 00시,충북,45
1177,2020년 04월 16일 00시,강원,52
1176,2020년 04월 16일 00시,경기,649
1175,2020년 04월 16일 00시,세종,46
1174,2020년 04월 16일 00시,울산,42
1173,2020년 04월 16일 00시,대전,39
1172,2020년 04월 16일 00시,광주,28
1171,2020년 04월 16일 00시,인천,88
1170,2020년 04월 16일 00시,대구,6827
1169,2020년 04월 16일 00시,부산,130
1168,2020년 04월 16일 00시,서울,619
1167,2020년 04월 16일 00시,합계,10613
1223,2020년 04월 17일 00시,검역,408
1222,2020년 04월 17일 00시,제주,13
1221,2020년 04월 17일 00시,경남,115
1219,2020년 04월 17일 00시,전남,15
1218,2020년 04월 17일 00시,전북,17
1217,2020년 04월 17일 00시,충남,139
1216,2020년 04월 17일 00시,충북,45
1215,2020년 04월 17일 00시,강원,52
1214,2020년 04월 17일 00시,경기,650
1213,2020년 04월 17일 00시,세종,46
1212,2020년 04월 17일 00시,울산,42
1211,2020년 04월 17일 00시,대전,40
1210,2020년 04월 17일 00시,광주,30
1209,2020년 04월 17일 00시,인천,89
1208,2020년 04월 17일 00시,대구,6827
1207,2020년 04월 17일 00시,부산,130
1206,2020년 04월 17일 00시,서울,621
1205,2020년 04월 17일 00시,합계,10635
1261,2020년 04월 19일 00시,검역,414
1260,2020년 04월 19일 00시,제주,13
1259,2020년 04월 19일 00시,경남,116
1257,2020년 04월 19일 00시,전남,15
1256,2020년 04월 19일 00시,전북,17
1255,2020년 04월 19일 00시,충남,141
1254,2020년 04월 19일 00시,충북,45
1253,2020년 04월 19일 00시,강원,53
1252,2020년 04월 19일 00시,경기,654
1251,2020년 04월 19일 00시,세종,46
1250,2020년 04월 19일 00시,울산,42
1249,2020년 04월 19일 00시,대전,39
1248,2020년 04월 19일 00시,광주,30
1247,2020년 04월 19일 00시,인천,91
1246,2020년 04월 19일 00시,대구,6832
1245,2020년 04월 19일 00시,부산,130
1244,2020년 04월 19일 00시,서울,624
1243,2020년 04월 19일 00시,합계,10661
1280,2020년 04월 20일 00시,검역,418
1279,2020년 04월 20일 00시,제주,13
1278,2020년 04월 20일 00시,경남,116
1276,2020년 04월 20일 00시,전남,15
1275,2020년 04월 20일 00시,전북,17
1274,2020년 04월 20일 00시,충남,141
1273,2020년 04월 20일 00시,충북,45
1272,2020년 04월 20일 00시,강원,53
1271,2020년 04월 20일 00시,경기,656
1270,2020년 04월 20일 00시,세종,46
1269,2020년 04월 20일 00시,울산,43
1268,2020년 04월 20일 00시,대전,39
1267,2020년 04월 20일 00시,광주,30
1266,2020년 04월 20일 00시,인천,92
1265,2020년 04월 20일 00시,대구,6833
1264,2020년 04월 20일 00시,부산,132
1263,2020년 04월 20일 00시,서울,624
1262,2020년 04월 20일 00시,합계,10674
1299,2020년 04월 21일 00시,검역,421
1298,2020년 04월 21일 00시,제주,13
1297,2020년 04월 21일 00시,경남,116
1295,2020년 04월 21일 00시,전남,15
1294,2020년 04월 21일 00시,전북,17
1293,2020년 04월 21일 00시,충남,141
1292,2020년 04월 21일 00시,충북,45
1291,2020년 04월 21일 00시,강원,53
1290,2020년 04월 21일 00시,경기,658
1289,2020년 04월 21일 00시,세종,46
1288,2020년 04월 21일 00시,울산,43
1287,2020년 04월 21일 00시,대전,39
1286,2020년 04월 21일 00시,광주,30
1285,2020년 04월 21일 00시,인천,92
1284,2020년 04월 21일 00시,대구,6835
1283,2020년 04월 21일 00시,부산,132
1282,2020년 04월 21일 00시,서울,626
1281,2020년 04월 21일 00시,합계,10683
1318,2020년 04월 22일 00시,검역,423
1317,2020년 04월 22일 00시,제주,13
1316,2020년 04월 22일 00시,경남,117
1314,2020년 04월 22일 00시,전남,15
1313,2020년 04월 22일 00시,전북,17
1312,2020년 04월 22일 00시,충남,141
1311,2020년 04월 22일 00시,충북,45
1310,2020년 04월 22일 00시,강원,53
1309,2020년 04월 22일 00시,경기,658
1308,2020년 04월 22일 00시,세종,46
1307,2020년 04월 22일 00시,울산,43
1306,2020년 04월 22일 00시,대전,40
1305,2020년 04월 22일 00시,광주,30
1304,2020년 04월 22일 00시,인천,92
1303,2020년 04월 22일 00시,대구,6836
1302,2020년 04월 22일 00시,부산,134
1301,2020년 04월 22일 00시,서울,628
1300,2020년 04월 22일 00시,합계,10694
1337,2020년 04월 23일 00시,검역,425
1336,2020년 04월 23일 00시,제주,13
1335,2020년 04월 23일 00시,경남,117
1333,2020년 04월 23일 00시,전남,15
1332,2020년 04월 23일 00시,전북,17
1331,2020년 04월 23일 00시,충남,141
1330,2020년 04월 23일 00시,충북,45
1329,2020년 04월 23일 00시,강원,53
1328,2020년 04월 23일 00시,경기,659
1327,2020년 04월 23일 00시,세종,46
1326,2020년 04월 23일 00시,울산,43
1325,2020년 04월 23일 00시,대전,40
1324,2020년 04월 23일 00시,광주,30
1323,2020년 04월 23일 00시,인천,92
1322,2020년 04월 23일 00시,대구,6840
1321,2020년 04월 23일 00시,부산,135
1320,2020년 04월 23일 00시,서울,628
1319,2020년 04월 23일 00시,합계,10702
1356,2020년 04월 24일 00시,검역,426
1355,2020년 04월 24일 00시,제주,13
1354,2020년 04월 24일 00시,경남,117
1352,2020년 04월 24일 00시,전남,15
1351,2020년 04월 24일 00시,전북,17
1350,2020년 04월 24일 00시,충남,141
1349,2020년 04월 24일 00시,충북,45
1348,2020년 04월 24일 00시,강원,53
1347,2020년 04월 24일 00시,경기,660
1346,2020년 04월 24일 00시,세종,46
1345,2020년 04월 24일 00시,울산,43
1344,2020년 04월 24일 00시,대전,40
1343,2020년 04월 24일 00시,광주,30
1342,2020년 04월 24일 00시,인천,92
1341,2020년 04월 24일 00시,대구,6842
1340,2020년 04월 24일 00시,부산,136
1339,2020년 04월 24일 00시,서울,628
1338,2020년 04월 24일 00시,합계,10708
1394,2020년 04월 26일 00시,검역,431
1393,2020년 04월 26일 00시,제주,13
1392,2020년 04월 26일 00시,경남,117
1390,2020년 04월 26일 00시,전남,15
1389,2020년 04월 26일 00시,전북,18
1388,2020년 04월 26일 00시,충남,141
1387,2020년 04월 26일 00시,충북,45
1386,2020년 04월 26일 00시,강원,53
1385,2020년 04월 26일 00시,경기,668
1384,2020년 04월 26일 00시,세종,46
1383,2020년 04월 26일 00시,울산,43
1382,2020년 04월 26일 00시,대전,40
1381,2020년 04월 26일 00시,광주,30
1380,2020년 04월 26일 00시,인천,92
1379,2020년 04월 26일 00시,대구,6846
1378,2020년 04월 26일 00시,부산,137
1377,2020년 04월 26일 00시,서울,629
1376,2020년 04월 26일 00시,합계,10728
1413,2020년 04월 27일 00시,검역,436
1412,2020년 04월 27일 00시,제주,13
1411,2020년 04월 27일 00시,경남,117
1409,2020년 04월 27일 00시,전남,15
1408,2020년 04월 27일 00시,전북,18
1407,2020년 04월 27일 00시,충남,142
1406,2020년 04월 27일 00시,충북,45
1405,2020년 04월 27일 00시,강원,53
1404,2020년 04월 27일 00시,경기,671
1403,2020년 04월 27일 00시,세종,46
1402,2020년 04월 27일 00시,울산,43
1401,2020년 04월 27일 00시,대전,40
1400,2020년 04월 27일 00시,광주,30
1399,2020년 04월 27일 00시,인천,92
1398,2020년 04월 27일 00시,대구,6847
1397,2020년 04월 27일 00시,부산,137
1396,2020년 04월 27일 00시,서울,629
1395,2020년 04월 27일 00시,합계,10738
1432,2020년 04월 28일 00시,검역,439
1431,2020년 04월 28일 00시,제주,13
1430,2020년 04월 28일 00시,경남,117
1428,2020년 04월 28일 00시,전남,15
1427,2020년 04월 28일 00시,전북,18
1426,2020년 04월 28일 00시,충남,142
1425,2020년 04월 28일 00시,충북,45
1424,2020년 04월 28일 00시,강원,53
1423,2020년 04월 28일 00시,경기,674
1422,2020년 04월 28일 00시,세종,46
1421,2020년 04월 28일 00시,울산,43
1420,2020년 04월 28일 00시,대전,40
1419,2020년 04월 28일 00시,광주,30
1418,2020년 04월 28일 00시,인천,93
1417,2020년 04월 28일 00시,대구,6849
1416,2020년 04월 28일 00시,부산,137
1415,2020년 04월 28일 00시,서울,633
1414,2020년 04월 28일 00시,합계,10752
1451,2020년 04월 29일 00시,검역,442
1450,2020년 04월 29일 00시,제주,13
1449,2020년 04월 29일 00시,경남,117
1447,2020년 04월 29일 00시,전남,15
1446,2020년 04월 29일 00시,전북,18
1445,2020년 04월 29일 00시,충남,143
1444,2020년 04월 29일 00시,충북,45
1443,2020년 04월 29일 00시,강원,53
1442,2020년 04월 29일 00시,경기,676
1441,2020년 04월 29일 00시,세종,46
1440,2020년 04월 29일 00시,울산,43
1439,2020년 04월 29일 00시,대전,40
1438,2020년 04월 29일 00시,광주,30
1437,2020년 04월 29일 00시,인천,93
1436,2020년 04월 29일 00시,대구,6852
1435,2020년 04월 29일 00시,부산,137
1434,2020년 04월 29일 00시,서울,633
1433,2020년 04월 29일 00시,합계,10761
1508,2020년 05월 02일 00시,검역,453
1507,2020년 05월 02일 00시,제주,13
1506,2020년 05월 02일 00시,경남,117
1504,2020년 05월 02일 00시,전남,15
1503,2020년 05월 02일 00시,전북,18
1502,2020년 05월 02일 00시,충남,143
1501,2020년 05월 02일 00시,충북,45
1500,2020년 05월 02일 00시,강원,53
1499,2020년 05월 02일 00시,경기,678
1498,2020년 05월 02일 00시,세종,46
1497,2020년 05월 02일 00시,울산,43
1496,2020년 05월 02일 00시,대전,40
1495,2020년 05월 02일 00시,광주,30
1494,2020년 05월 02일 00시,인천,95
1493,2020년 05월 02일 00시,대구,6852
1492,2020년 05월 02일 00시,부산,138
1491,2020년 05월 02일 00시,서울,635
1490,2020년 05월 02일 00시,합계,10780
1527,2020년 05월 03일 00시,검역,458
1526,2020년 05월 03일 00시,제주,13
1525,2020년 05월 03일 00시,경남,117
1523,2020년 05월 03일 00시,전남,15
1522,2020년 05월 03일 00시,전북,18
1521,2020년 05월 03일 00시,충남,143
1520,2020년 05월 03일 00시,충북,45
1519,2020년 05월 03일 00시,강원,53
1518,2020년 05월 03일 00시,경기,680
1517,2020년 05월 03일 00시,세종,46
1516,2020년 05월 03일 00시,울산,43
1515,2020년 05월 03일 00시,대전,40
1514,2020년 05월 03일 00시,광주,30
1513,2020년 05월 03일 00시,인천,95
1512,2020년 05월 03일 00시,대구,6856
1511,2020년 05월 03일 00시,부산,138
1510,2020년 05월 03일 00시,서울,637
1509,2020년 05월 03일 00시,합계,10793
1546,2020년 05월 04일 00시,검역,462
1545,2020년 05월 04일 00시,제주,13
1544,2020년 05월 04일 00시,경남,117
1542,2020년 05월 04일 00시,전남,16
1541,2020년 05월 04일 00시,전북,18
1540,2020년 05월 04일 00시,충남,143
1539,2020년 05월 04일 00시,충북,45
1538,2020년 05월 04일 00시,강원,53
1537,2020년 05월 04일 00시,경기,681
1536,2020년 05월 04일 00시,세종,46
1535,2020년 05월 04일 00시,울산,44
1534,2020년 05월 04일 00시,대전,40
1533,2020년 05월 04일 00시,광주,30
1532,2020년 05월 04일 00시,인천,96
1531,2020년 05월 04일 00시,대구,6856
1530,2020년 05월 04일 00시,부산,138
1529,2020년 05월 04일 00시,서울,637
1528,2020년 05월 04일 00시,합계,10801
1584,2020년 05월 06일 00시,검역,466
1583,2020년 05월 06일 00시,제주,13
1582,2020년 05월 06일 00시,경남,117
1580,2020년 05월 06일 00시,전남,16
1579,2020년 05월 06일 00시,전북,18
1578,2020년 05월 06일 00시,충남,143
1577,2020년 05월 06일 00시,충북,45
1576,2020년 05월 06일 00시,강원,53
1575,2020년 05월 06일 00시,경기,681
1574,2020년 05월 06일 00시,세종,46
1573,2020년 05월 06일 00시,울산,44
1572,2020년 05월 06일 00시,대전,40
1571,2020년 05월 06일 00시,광주,30
1570,2020년 05월 06일 00시,인천,97
1569,2020년 05월 06일 00시,대구,6856
1568,2020년 05월 06일 00시,부산,138
1567,2020년 05월 06일 00시,서울,637
1566,2020년 05월 06일 00시,합계,10806
1603,2020년 05월 07일 00시,검역,467
1602,2020년 05월 07일 00시,제주,13
1601,2020년 05월 07일 00시,경남,117
1599,2020년 05월 07일 00시,전남,16
1598,2020년 05월 07일 00시,전북,18
1597,2020년 05월 07일 00시,충남,143
1596,2020년 05월 07일 00시,충북,46
1595,2020년 05월 07일 00시,강원,53
1594,2020년 05월 07일 00시,경기,682
1593,2020년 05월 07일 00시,세종,46
1592,2020년 05월 07일 00시,울산,44
1591,2020년 05월 07일 00시,대전,41
1590,2020년 05월 07일 00시,광주,30
1589,2020년 05월 07일 00시,인천,97
1588,2020년 05월 07일 00시,대구,6856
1587,2020년 05월 07일 00시,부산,138
1586,2020년 05월 07일 00시,서울,637
1585,2020년 05월 07일 00시,합계,10810
1622,2020년 05월 08일 00시,검역,470
1621,2020년 05월 08일 00시,제주,13
1620,2020년 05월 08일 00시,경남,117
1618,2020년 05월 08일 00시,전남,16
1617,2020년 05월 08일 00시,전북,19
1616,2020년 05월 08일 00시,충남,143
1615,2020년 05월 08일 00시,충북,47
1614,2020년 05월 08일 00시,강원,53
